date_gsheets,AAPL,KO,NFLX,BRK.B,DIS,IBM,VZ,WMT,GE,TSLA
06/09/2015 16:00,127.42,40.2,92.45,139.63,108.52,165.68,47.34,72.47,27.33,256
06/10/2015 16:00,128.88,40.33,95.87,140.86,110,168.92,47.47,72.93,27.63,250.7
06/11/2015 16:00,128.59,40.1,95.09,141.36,110.62,168.78,47.76,72.94,27.51,251.41
06/12/2015 16:00,127.17,39.96,94.42,140.29,109.95,166.99,47.25,72.43,27.39,250.69
6/15/2015 16:00:00,126.92,39.59,93.43,139.4,110.18,166.26,47,71.93,27.21,250.38
6/16/2015 16:00:00,127.6,40.08,95.27,139.71,111.06,166.84,47.42,72.35,27.22,253.12
6/17/2015 16:00:00,127.3,40.27,94.27,139.97,111.49,167.17,47.27,72.73,27.27,260.41
6/18/2015 16:00:00,127.88,40.65,94.74,142.67,113.22,168.25,47.77,72.98,27.37,261.89
6/19/2015 16:00:00,126.6,40.4,93.87,140.96,112.62,166.99,47.46,72.74,27.24,262.51
6/22/2015 16:00:00,127.61,40.48,96.41,141.53,113.53,167.73,47.53,72.79,27.42,259.79
6/23/2015 16:00:00,127.03,40.38,97.31,141.33,114.41,168.62,47.77,72.57,27.55,267.67
6/24/2015 16:00:00,128.11,40.19,96.94,140.09,113.77,166.97,47.29,72.38,27.26,265.17
6/25/2015 16:00:00,127.5,40.02,94.89,139.45,114.45,166.08,47.44,71.86,27.04,268.79
6/26/2015 16:00:00,126.75,40,93.09,139.78,114.99,165.46,47.62,72.12,27.09,267.09
6/29/2015 16:00:00,124.53,39.4,92.23,136.51,113.05,162.97,46.77,71.42,26.64,262.02
6/30/2015 16:00:00,125.43,39.23,93.85,136.11,114.14,162.66,46.61,70.93,26.57,268.26
07/01/2015 16:00,126.6,39.5,93.64,137.52,115.13,164.49,47,71.88,26.66,269.15
07/02/2015 16:00,126.44,39.49,94.04,137.39,114.97,165.09,47.2,71.86,26.78,280.02
07/06/2015 16:00,126,39.42,94.57,136.89,115.7,164.73,47.04,72.53,26.31,279.72
07/07/2015 16:00,125.69,40.25,94.09,138.44,117.1,165,47.25,73.79,26.47,267.88
07/08/2015 16:00,122.57,39.86,93.51,136.9,115.19,163.16,46.58,73.06,25.89,254.96
07/09/2015 16:00,120.07,39.92,95.73,138.25,115.6,163.85,46.26,72.78,26.02,257.92
07/10/2015 16:00,123.28,40.39,97.23,139.73,116.44,166.95,47,73.12,26.27,259.15
7/13/2015 16:00:00,125.66,40.66,101.09,141.39,118.05,169.38,47.2,73.88,26.47,262.16
7/14/2015 16:00:00,125.61,41.17,100.37,141.12,117.85,168.61,47.41,73.79,26.66,265.65
7/15/2015 16:00:00,126.82,41.13,98.13,142.61,118.3,168.53,47.33,73.65,26.77,263.14
7/16/2015 16:00:00,128.51,41.48,115.81,143.92,119.07,171,47.83,73.83,27.04,266.68
7/17/2015 16:00:00,129.62,41.25,114.77,143.88,118.86,172.51,47.59,73.39,27.24,274.66
7/20/2015 16:00:00,132.07,41.38,110.55,144.51,119.58,173.22,48.1,73.1,27.14,282.26
7/21/2015 16:00:00,130.75,41.19,112.51,143.6,119.31,163.07,46.97,72.74,26.85,266.77
7/22/2015 16:00:00,125.22,40.9,111.5,143.52,119.33,160.35,46.45,73.16,26.63,267.87
7/23/2015 16:00:00,125.16,40.84,110.1,142.18,118.8,161.73,46.35,72.51,26.26,267.2
7/24/2015 16:00:00,124.5,40.44,109.34,141.25,118.91,159.75,46.04,71.58,25.75,265.41
7/27/2015 16:00:00,122.77,40.54,106.43,140.72,118.25,159.07,45.83,71.38,25.95,253.01
7/28/2015 16:00:00,123.38,40.55,106.9,143.22,118.46,160.05,45.89,72.1,26.1,264.82
7/29/2015 16:00:00,122.99,40.59,107.08,142.92,119.84,161.09,46.56,72.23,26.26,263.82
7/30/2015 16:00:00,122.37,40.56,111.56,142.85,120.03,160.96,46.67,72.16,26.12,266.79
7/31/2015 16:00:00,121.3,41.08,114.31,142.74,120,161.99,46.79,71.98,26.1,266.15
08/03/2015 16:00,118.44,41.54,112.56,142.33,121.12,158.71,46.97,72.18,25.87,259.99
08/04/2015 16:00,114.64,41.85,121.15,142.68,121.69,157.6,46.67,72.25,25.9,266.28
08/05/2015 16:00,115.4,42.12,123.71,143.5,110.53,157.9,46.64,73.51,26.1,270.13
08/06/2015 16:00,115.13,41.92,126.45,143.35,108.55,156.32,46.63,72.79,26.03,246.13
08/07/2015 16:00,115.52,41.77,123.52,143.55,109.35,155.12,46.36,71.25,25.79,242.51
08/10/2015 16:00,119.72,41.68,123.03,143.42,111,156.75,47.23,71.48,26.24,241.14
08/11/2015 16:00,113.49,41.48,122.74,142.8,108,155.51,47.6,71.93,25.71,237.37
08/12/2015 16:00,115.24,41.26,120.51,141.6,106.99,156.16,47.85,72.58,25.86,238.17
8/13/2015 16:00:00,115.15,41.1,123.73,141.95,107.52,155.07,47.66,72.11,25.79,242.51
8/14/2015 16:00:00,115.96,41.25,123.39,142.57,107.16,155.75,47.49,72.38,26.08,243.15
8/17/2015 16:00:00,117.16,41.35,125.36,142.32,109.05,156.31,47.52,71.91,26.21,254.99
8/18/2015 16:00:00,116.5,41.3,124.05,141.36,106.94,156.01,47.46,69.48,26.07,260.72
8/19/2015 16:00:00,115.01,40.78,122.06,140.47,106.45,153.94,47.44,68.57,25.73,255.25
8/20/2015 16:00:00,112.65,40.55,112.49,138.39,100.02,152.66,46.88,68.43,25.19,242.18
8/21/2015 16:00:00,105.76,39.53,103.96,134.22,98.84,148.85,46.1,66.54,24.59,230.77
8/24/2015 16:00:00,103.12,38.38,96.88,129.57,95.36,143.47,44.74,63.95,23.87,218.87
8/25/2015 16:00:00,103.74,37.99,101.52,127.74,95.89,140.96,43.5,63.1,23.27,220.03
8/26/2015 16:00:00,109.69,38.73,110.13,132.61,99.23,146.7,45.16,64.83,24.01,224.84
8/27/2015 16:00:00,112.92,39.27,117.66,136.23,102.17,148.54,46.19,66.08,25.01,242.99
8/28/2015 16:00:00,113.29,39.45,117.63,135.74,102.48,147.98,46.07,64.94,25.16,248.48
8/31/2015 16:00:00,112.76,39.32,115.03,134.04,101.88,147.89,46.01,64.73,24.82,249.06
09/01/2015 16:00,107.72,38.75,105.79,130.41,99.51,142.68,44.9,63.82,23.88,238.63
09/02/2015 16:00,112.34,38.9,105.44,132.22,101.89,145.05,45.35,64.44,24.57,247.69
09/03/2015 16:00,110.37,39.16,101.06,132.15,101.99,146.78,45.72,64.86,24.51,245.57
09/04/2015 16:00,109.27,38.52,98.79,129.64,100.97,143.7,44.82,63.89,24,241.93
09/08/2015 16:00,112.31,38.9,94.95,132.9,104.01,147.23,45.88,66.38,24.96,248.17
09/09/2015 16:00,110.15,38.3,99.18,130.59,101.91,145.05,45.39,65.12,24.55,248.91
09/10/2015 16:00,112.57,38.42,99.48,130.66,102.6,146.2,45.46,64.12,24.68,248.48
09/11/2015 16:00,114.21,38.13,97.51,131.37,104.48,147.37,45.73,64.65,24.95,250.24
9/14/2015 16:00:00,115.31,38.1,95.69,130.9,103.82,145.65,45.65,64.28,24.77,253.19
9/15/2015 16:00:00,116.28,38.5,99.16,132.26,103.43,147.53,46.37,64.32,25.3,253.57
9/16/2015 16:00:00,116.41,39.15,104.08,132.58,103.96,148.41,46.19,64.69,25.93,262.25
9/17/2015 16:00:00,113.92,39.38,104.21,131.47,104.2,148.14,45.23,64.47,25.35,262.07
9/18/2015 16:00:00,113.45,38.98,102.62,129.1,102.84,144.51,44.57,63.34,24.8,260.62
9/21/2015 16:00:00,115.21,39.19,100.3,130.98,103.41,146.48,44.8,63.72,25.09,264.2
9/22/2015 16:00:00,113.4,38.79,98.47,129.3,102.49,144.43,44.43,63.59,25.11,260.94
9/23/2015 16:00:00,114.32,38.76,98.07,129.16,101.57,143.66,43.98,63.72,25.14,261.06
9/24/2015 16:00:00,115,39.15,103.76,128.83,100.62,144.41,44.09,63.83,24.91,263.12
9/25/2015 16:00:00,114.71,39.62,102.24,129.64,100.3,145.42,44.22,63.78,24.92,256.91
9/28/2015 16:00:00,112.44,39.53,99.47,128.62,98.49,142.52,43.74,63.66,24.31,248.43
9/29/2015 16:00:00,109.06,39.66,98.35,128.81,99.42,142.47,43.53,63.78,24.57,246.65
9/30/2015 16:00:00,110.3,40.12,103.26,130.4,102.2,144.97,43.51,64.84,25.22,248.4
10/01/2015 16:00,109.58,39.8,105.98,129.88,102.67,143.59,42.96,64.27,25.19,239.88
10/02/2015 16:00,110.38,40.39,106.11,129.83,103,144.58,42.84,64.98,25.47,247.57
10/05/2015 16:00,110.78,41.01,111.25,132.38,103.85,149.04,44,65.87,26.82,246.15
10/06/2015 16:00,111.31,40.96,108.33,131.19,103.77,148.78,44.06,65.68,27.29,241.46
10/07/2015 16:00,110.78,41.52,108.1,132.68,103.39,150.09,43.85,66.36,27.77,231.96
10/08/2015 16:00,109.5,41.98,114.93,133.75,104.61,152.28,44.23,66.88,28.03,226.72
10/09/2015 16:00,112.12,42.02,113.33,133.03,105.56,152.39,44.16,66.69,28.07,220.69
10/12/2015 16:00,111.6,42,113.45,133.4,106.35,151.14,44.3,66.93,28.09,215.58
10/13/2015 16:00:00,111.79,41.65,109.73,132.19,106.59,149.62,44.36,66.73,27.87,219.25
10/14/2015 16:00:00,110.21,41.68,110.23,131.18,105.73,150.01,43.99,60.03,27.6,216.88
10/15/2015 16:00:00,111.86,41.92,101.09,133.8,107.89,150.09,44.67,59.33,28.03,221.31
10/16/2015 16:00:00,111.04,42.02,98.99,133.81,108.24,150.39,44.7,58.89,28.98,227.01
10/19/2015 16:00:00,111.73,41.99,101.69,133.62,109.47,149.22,44.7,58.85,28.99,228.1
10/20/2015 16:00:00,113.77,42.29,98.99,134.16,109.84,140.64,45.24,58.75,28.78,213.03
10/21/2015 16:00:00,113.76,42.19,97.96,133.22,110.09,140.92,44.86,58.64,28.85,210.09
10/22/2015 16:00:00,115.5,43.24,97.32,137.29,113.25,144.09,45.89,58.9,29.58,211.72
10/23/2015 16:00:00,119.08,42.79,100.04,137.78,113.09,144.68,46.16,58.3,29.51,209.09
10/26/2015 16:00:00,115.28,42.59,103.04,137,113.52,143.66,46.36,58.02,29.55,215.26
10/27/2015 16:00:00,114.55,42.61,103.07,135.63,113.77,137.86,46.17,57.48,29.46,210.35
10/28/2015 16:00:00,119.27,42.73,105.8,138.16,114.34,140.83,46.48,57.64,29.39,212.96
10/29/2015 16:00:00,120.53,42.79,105.12,137.89,115.04,140.55,46.4,57.96,29.34,211.63
10/30/2015 16:00:00,119.5,42.35,108.38,136.02,113.74,140.08,46.88,57.24,28.92,206.93
11/02/2015 16:00,121.18,42.24,107.64,138.4,115.04,140.37,46.78,57.61,29.4,213.79
11/03/2015 16:00,122.57,42.16,109.74,137.94,115.54,141.88,46.45,58.11,29.59,208.35
11/04/2015 16:00,122,41.97,114.05,137.43,113.25,141.63,46.14,58.37,29.54,231.63
11/05/2015 16:00,120.92,42.33,113.5,136.57,113,139.89,46.2,58.61,29.64,231.77
11/06/2015 16:00,121.06,41.96,114.06,136.33,115.67,138.25,45.78,58.78,29.92,232.36
11/09/2015 16:00,120.57,41.54,109.86,134,116.42,135.31,45.3,58.49,29.75,225.33
11/10/2015 16:00,116.77,41.77,112.7,134.73,117.42,135.47,45.1,58.68,30.12,216.5
11/11/2015 16:00,116.11,42.04,112.86,134.96,116.52,135.02,45.32,57.58,30.67,219.08
11/12/2015 16:00,115.72,41.58,108.92,132.78,116.21,133.04,44.83,56.95,30.16,212.94
11/13/2015 16:00:00,112.34,41.38,103.65,131.96,114.84,131.75,44.23,56.42,30.28,207.19
11/16/2015 16:00:00,114.18,41.96,111.35,133.3,115.92,133.71,45.04,57.87,30.36,214.31
11/17/2015 16:00:00,113.69,41.67,117.1,133.09,116.13,133.82,45.08,59.92,30.32,214
11/18/2015 16:00:00,117.29,42.28,120.63,136.22,118.14,135.82,45.38,60.93,30.52,221.07
11/19/2015 16:00:00,118.78,43.11,120.22,136.63,118.71,136.74,45.76,60.7,30.27,221.8
11/20/2015 16:00:00,119.3,42.43,123.84,136.63,120.07,138.5,45.39,60.07,30.66,220.01
11/23/2015 16:00:00,117.75,42.96,125.03,135.99,119.42,138.46,44.99,60.26,30.59,217.75
11/24/2015 16:00:00,118.88,43.36,123.31,135.54,117.95,138.6,45.19,59.92,30.66,218.25
11/25/2015 16:00:00,118.03,43.36,124.16,135.13,118.67,138,44.92,60.24,30.36,229.64
11/27/2015 16:00:00,117.81,43.15,125.44,134.63,115.13,138.46,45.23,59.89,30.36,231.61
11/30/2015 16:00:00,118.3,42.62,123.33,134.09,113.47,139.42,45.45,58.84,29.94,230.26
12/01/2015 16:00,117.34,42.89,125.37,136.43,115.39,141.28,45.58,58.99,30.17,237.19
12/02/2015 16:00,116.28,42.77,128.93,135.27,114,139.7,44.92,58.35,29.97,231.99
12/03/2015 16:00,115.2,42.46,126.81,132.66,111.89,138.92,44.56,59.04,30.03,232.71
12/04/2015 16:00,119.03,43.29,130.93,136.48,114.24,140.43,45.71,59.66,30.49,230.38
12/07/2015 16:00,118.28,43.2,125.36,135.6,113.83,139.55,46.06,60.5,30.37,231.13
12/08/2015 16:00,118.23,43.01,126.98,133.36,112.48,138.05,45.7,59.61,30.19,226.72
12/09/2015 16:00,115.62,42.66,124.2,131.71,111.47,136.61,45.36,59.13,30.47,224.52
12/10/2015 16:00,116.17,42.76,122.91,131.71,110.76,136.78,45.32,59.56,30.65,227.07
12/11/2015 16:00,113.18,42.27,118.91,130.31,108.04,134.57,44.82,59.36,30.26,217.02
12/14/2015 16:00:00,112.48,42.45,120.67,132.02,109.35,135.93,45.45,60.39,30.26,218.58
12/15/2015 16:00:00,110.49,43.07,118.6,134.88,112.16,137.79,45.55,59.64,30.32,221.09
12/16/2015 16:00:00,111.34,43.84,122.64,135.88,113.79,139.29,46.51,60.3,30.98,234.51
12/17/2015 16:00:00,108.98,43.49,122.51,133.97,112.01,136.75,46.1,58.98,30.55,233.39
12/18/2015 16:00:00,106.03,42.5,118.02,129.53,107.72,134.9,45.56,58.85,30.28,230.46
12/21/2015 16:00:00,107.33,42.78,116.63,131.19,106.59,135.5,45.9,59.55,30.4,232.56
12/22/2015 16:00:00,107.23,43.29,116.24,133.14,106.74,137.93,46.34,60.54,30.49,229.95
12/23/2015 16:00:00,108.61,43.67,118.16,134.15,105.56,138.54,46.95,61.09,30.95,229.7
12/24/2015 16:00:00,108.03,43.54,117.33,133.89,105.86,138.25,46.71,60.83,30.83,230.57
12/28/2015 16:00:00,106.82,43.49,117.11,133.12,107.25,137.61,46.75,60.75,30.9,228.95
12/29/2015 16:00:00,108.74,43.71,119.12,134.14,107.08,139.78,47.21,61.61,31.28,237.19
12/30/2015 16:00:00,107.32,43.57,116.71,133.26,106.34,139.34,46.77,61.68,31.05,238.09
12/31/2015 16:00:00,105.26,42.96,114.38,132.04,105.08,137.62,46.22,61.3,31.15,240.01
01/04/2016 16:00,105.35,42.4,109.96,130.75,102.98,135.95,45.87,61.46,30.71,223.41
01/05/2016 16:00,102.71,42.55,107.66,131.25,100.9,135.85,46.5,62.92,30.74,223.43
01/06/2016 16:00,100.7,42.32,117.68,131.33,100.36,135.17,45.52,63.55,30.25,219.04
01/07/2016 16:00,96.45,41.62,114.56,129.48,99.5,132.86,45.27,65.03,28.97,215.65
01/08/2016 16:00,96.96,41.51,111.39,128.33,99.25,131.63,44.83,63.54,28.45,211
01/11/2016 16:00,98.53,41.58,114.97,128.36,99.92,133.23,45.09,64.22,28.58,207.85
01/12/2016 16:00,99.96,42.12,116.58,128.8,101.46,132.9,44.93,63.62,28.64,209.97
1/13/2016 16:00:00,97.39,41.85,106.56,126.25,98.48,131.17,44.15,61.92,28.24,200.31
1/14/2016 16:00:00,99.52,41.88,107.06,128.07,99.11,132.91,44.87,63.06,29.06,206.18
1/15/2016 16:00:00,97.13,41.5,104.04,126.14,93.9,130.03,44.43,61.93,28.49,204.99
1/19/2016 16:00:00,96.66,41.92,107.89,127.76,93.97,128.11,44.87,62.56,28.49,204.72
1/20/2016 16:00:00,96.79,41.38,107.74,124.83,92.54,121.86,44.42,60.84,28,198.7
1/21/2016 16:00:00,96.3,41.39,102.35,125.62,94.02,122.91,45.87,61.88,28.59,199.97
1/22/2016 16:00:00,101.42,42.06,100.72,127.04,96.9,122.5,47.04,62.69,28.24,202.55
1/25/2016 16:00:00,99.44,42.16,99.12,124.13,95.29,122.08,47.03,63.45,28.04,196.38
1/26/2016 16:00:00,99.99,42.08,97.83,125.89,96.27,122.59,48.25,64,28.31,193.56
1/27/2016 16:00:00,93.42,42.09,91.15,125.19,94.32,120.96,49.03,63.95,28,188.07
1/28/2016 16:00:00,94.09,42.57,94.41,126.01,93.53,122.22,49.01,64.22,28.21,189.7
1/29/2016 16:00:00,97.34,42.92,91.84,129.77,95.82,124.79,49.97,66.36,29.1,191.2
02/01/2016 16:00,96.43,43,94.09,128.66,95.15,124.83,50.76,67.5,28.64,196.94
02/02/2016 16:00,94.48,42.44,91.49,125.7,93.12,122.94,49.91,66.86,28.24,182.78
02/03/2016 16:00,96.35,42.72,90.74,126.24,95.14,124.72,50.62,66.27,28.67,173.48
02/04/2016 16:00,96.6,42.53,89.71,127.44,95.43,127.65,50.43,66.42,29.18,175.33
02/05/2016 16:00,94.02,42.44,82.79,126.56,93.9,128.57,50.97,67,28.54,162.6
02/08/2016 16:00,95.01,42.65,83.32,126.78,92.12,126.98,50.74,66.9,28.17,147.99
02/09/2016 16:00,94.99,43.3,86.13,127.72,92.32,124.07,50.15,65.81,28.28,148.25
02/10/2016 16:00,94.27,42.55,88.45,126.58,88.85,120.19,49.98,65.79,28.3,143.67
02/11/2016 16:00,93.7,42.41,86.35,125.09,90.31,117.85,49.39,65.32,27.45,150.47
02/12/2016 16:00,93.99,43.11,87.4,128.07,91.15,121.04,50.11,66.18,28.26,151.04
2/16/2016 16:00:00,96.64,43.36,89.05,128.56,92.91,122.74,50.24,65.9,28.86,155.17
2/17/2016 16:00:00,98.12,43.49,94.76,130.26,95.5,126.1,50.32,66.11,29.34,168.68
2/18/2016 16:00:00,96.26,43.61,90.49,130.86,95.17,132.45,50.94,64.12,29.08,166.77
2/19/2016 16:00:00,96.04,43.77,89.23,131.05,95.01,133.08,50.86,64.66,29.02,166.58
2/22/2016 16:00:00,96.88,43.94,91.93,131.99,96.37,133.77,51.07,65.63,29.41,177.74
2/23/2016 16:00:00,94.69,43.69,89.12,130.74,95.38,132.4,50.63,66.48,29.22,177.21
2/24/2016 16:00:00,96.1,43.91,91.61,131.03,95.43,132.8,50.82,67.12,28.96,179
2/25/2016 16:00:00,96.76,44.16,94.53,132.31,95.65,134.5,51.11,68.04,29.23,187.43
2/26/2016 16:00:00,96.91,43.14,94.79,131.92,95.31,132.03,51.02,66.51,29.4,190.34
2/29/2016 16:00:00,96.69,43.13,93.41,134.17,95.52,131.03,50.73,66.34,29.14,191.93
03/01/2016 16:00,100.53,43.69,98.3,136.94,97.65,134.37,51.46,66.46,29.88,186.35
03/02/2016 16:00,100.75,43.77,97.61,136.73,97,136.3,52.12,66.21,30.18,188.34
03/03/2016 16:00,101.5,43.96,97.93,136.84,98.82,137.8,51.89,66.14,30.22,195.74
03/04/2016 16:00,103.01,44.11,101.58,137.97,98.48,137.8,51.81,66.78,30.46,201.04
03/07/2016 16:00,101.87,44.01,95.49,138.72,99.39,140.15,52.21,67.89,30.29,205.29
03/08/2016 16:00,101.03,44.32,96.23,137.8,97.82,139.07,52.46,68.04,30.06,202.6
03/09/2016 16:00,101.12,44.81,98,139.13,97.66,140.41,52.34,67.53,30.05,208.72
03/10/2016 16:00,101.17,45.23,97.36,138.62,97.04,140.19,52.32,67.41,29.94,205.18
03/11/2016 16:00,102.26,45.2,97.66,140.65,97.94,142.36,52.53,67.17,30.34,207.5
3/14/2016 16:00:00,102.52,45.29,98.13,139.72,98.81,142.78,52.54,67.36,30.27,215.15
3/15/2016 16:00:00,104.58,45.24,97.86,140.4,98.24,142.96,52.67,68.09,30.28,218.34
3/16/2016 16:00:00,105.97,45.05,99.35,139.83,98.44,144.79,53.21,67.99,30.17,221.93
3/17/2016 16:00:00,105.8,45.77,99.72,142.4,99.6,147.04,53.63,67.45,30.96,226.38
3/18/2016 16:00:00,105.92,45.6,101.12,142.16,99.2,147.09,53.24,66.95,30.92,232.74
3/21/2016 16:00:00,105.91,45.67,101.06,142.13,98.46,148.63,53.44,67.97,31.09,238.32
3/22/2016 16:00:00,106.72,45.5,99.84,142.18,97.58,148.1,53.21,67.87,31.06,234.24
3/23/2016 16:00:00,106.13,45.46,99.59,140.96,96.83,145.4,52.91,67.46,31.07,222.58
3/24/2016 16:00:00,105.67,45.58,98.36,140.11,97.22,147.95,53.56,68,31.11,227.75
3/28/2016 16:00:00,105.19,45.8,101.21,141.29,98.09,148.4,53.4,68.12,31.49,230.26
3/29/2016 16:00:00,107.68,46.48,104.13,141.9,98.16,149.33,54.05,68.03,31.48,230.13
3/30/2016 16:00:00,109.56,46.58,102.19,142.46,98.91,148.41,54.04,68.8,31.83,226.89
3/31/2016 16:00:00,108.99,46.39,102.23,141.88,99.31,151.45,54.08,68.49,31.79,229.77
04/01/2016 16:00,109.99,46.83,105.7,143.79,99.07,152.52,54.01,69.06,31.93,237.59
04/04/2016 16:00,111.12,46.89,104.35,143.22,98.68,152.07,54.42,69.1,31.23,246.99
04/05/2016 16:00,109.81,46.53,104.94,141.2,97,150,54.09,68.64,30.98,255.47
04/06/2016 16:00,110.96,46.71,104.83,141.7,97.48,150.02,53.52,69.04,30.9,265.42
04/07/2016 16:00,108.54,46.36,104.45,140.81,96.16,148.25,52,68.22,30.63,257.2
04/08/2016 16:00,108.66,46.87,103.81,141.06,96.42,149.35,52.18,68.06,30.79,250.07
04/11/2016 16:00,109.02,46.44,102.68,140.99,96.27,149.25,51.61,67.4,30.71,249.92
04/12/2016 16:00,110.44,46.65,106.98,142.4,97.35,149.63,51.95,68.8,30.81,247.82
4/13/2016 16:00:00,112.04,46.04,109.65,144.04,99.48,151.23,51.29,69.15,30.98,254.53
4/14/2016 16:00:00,112.1,45.83,110.42,143.72,98.63,151.16,51.36,68.8,31.02,251.86
4/15/2016 16:00:00,109.85,46.1,111.51,143.45,98.59,151.72,51.35,69.06,31.03,254.51
4/18/2016 16:00:00,107.48,46.22,108.4,144.38,101.48,152.53,51.73,69.86,31.06,253.88
4/19/2016 16:00:00,106.91,46.6,94.34,145.95,102.64,144,52.08,69.77,31.15,247.37
4/20/2016 16:00:00,107.13,44.37,96.77,146.09,103.27,146.11,51.75,69.21,31.15,249.97
4/21/2016 16:00:00,105.97,43.66,94.98,144.86,102.91,149.3,50.03,68.47,30.98,248.29
4/22/2016 16:00:00,105.68,44.54,95.9,146.11,103.77,148.5,50.55,68.72,30.76,253.75
4/25/2016 16:00:00,105.08,44.71,93.56,146.18,104.57,148.81,50.76,69.47,30.68,251.82
4/26/2016 16:00:00,104.35,44.53,92.43,147.02,104.89,149.08,50.44,69.3,30.9,253.74
4/27/2016 16:00:00,97.82,44.68,91.04,147.6,105.28,150.47,51.69,69.42,30.93,251.47
4/28/2016 16:00:00,94.83,44.63,90.28,146.07,104.03,147.07,51.02,68.91,30.9,247.71
4/29/2016 16:00:00,93.74,44.8,90.03,145.48,103.26,145.94,50.94,66.87,30.75,240.76
05/02/2016 16:00,93.64,44.98,93.11,146.89,104.36,145.27,51.32,67.59,30.89,241.8
05/03/2016 16:00,95.18,44.84,91.54,144.83,103.78,144.13,50.68,67,30.63,232.32
05/04/2016 16:00,94.19,44.98,90.79,144.24,103.67,144.25,50.84,67.19,30.07,222.56
05/05/2016 16:00,93.24,45.06,89.37,143.88,104.93,146.47,50.84,67.21,29.89,211.53
05/06/2016 16:00,92.72,45.32,90.84,144.62,105.54,147.29,51.12,68.25,30.12,214.93
05/09/2016 16:00,92.79,45.24,90.54,142.91,105.34,147.34,51.08,68.95,29.87,208.92
05/10/2016 16:00,93.42,45.75,92.89,144.78,106.6,149.97,51.54,68.79,30.48,208.69
05/11/2016 16:00,92.51,45.46,90.02,142.87,102.29,148.95,51.15,66.41,30.34,208.96
05/12/2016 16:00,90.34,45.83,87.74,143.31,101.71,148.84,51.47,66.85,30.09,207.28
5/13/2016 16:00:00,90.52,45.35,87.88,141.4,100.52,147.72,50.94,64.94,29.64,207.61
5/16/2016 16:00:00,93.88,45.62,89.12,141.85,100.36,149.46,51.23,66.02,29.96,208.29
5/17/2016 16:00:00,93.49,44.75,88.63,140.34,99.94,148,50.9,65.1,29.71,204.66
5/18/2016 16:00:00,94.56,44.48,90.5,141.47,99,147.34,50.39,63.15,29.61,211.17
5/19/2016 16:00:00,94.2,44.32,89.55,140.79,98.41,144.93,49.63,69.2,29.36,215.21
5/20/2016 16:00:00,95.22,43.95,92.49,141.83,99.78,147.25,49.66,69.86,29.56,220.28
5/23/2016 16:00:00,96.43,43.97,94.89,141.48,99.18,146.77,49.14,69.5,29.49,216.22
5/24/2016 16:00:00,97.9,44.37,97.89,143.71,99.51,148.31,49.58,70.24,29.85,217.91
5/25/2016 16:00:00,99.62,44.38,100.2,144.08,99.86,151.69,49.85,70.48,30.09,219.58
5/26/2016 16:00:00,100.41,44.69,102.81,143.05,99.81,152.44,50.16,70.85,30.02,225.12
5/27/2016 16:00:00,100.35,44.78,103.3,143.35,100.29,152.84,50.62,70.75,30.12,223.04
5/31/2016 16:00:00,99.86,44.6,102.57,140.54,99.22,153.74,50.9,70.78,30.23,223.23
06/01/2016 16:00,98.46,44.7,101.51,141.99,98.52,152.51,50.43,70.5,30.11,219.56
06/02/2016 16:00,97.72,44.72,101.25,142.11,98.72,153.5,50.77,70.95,30.05,218.96
06/03/2016 16:00,97.92,45.04,99.59,141.14,98.75,152.89,50.92,70.87,29.94,218.99
06/06/2016 16:00,98.63,45.37,100.74,141.82,98.78,152.73,50.71,71.05,30.12,220.68
06/07/2016 16:00,99.03,45.32,99.89,141.41,98.35,153.33,51.75,71.03,30.14,232.34
06/08/2016 16:00,98.94,45.55,97.86,142.53,98.04,154,51.52,71.28,30.31,235.52
06/09/2016 16:00,99.65,45.76,97.09,142.23,97.84,153.42,51.95,71.09,30.24,229.36
06/10/2016 16:00,98.83,45.99,93.75,141.76,97.34,152.37,52.67,71.14,30.04,218.79
6/13/2016 16:00:00,97.34,45.12,93.85,140.94,97.57,151.28,52.57,70.53,29.83,217.87
6/14/2016 16:00:00,97.46,45.04,94.12,141.3,98.4,151.06,52.99,70.95,30.44,214.96
6/15/2016 16:00:00,97.14,45.01,94.29,140.45,98.27,150.68,52.84,71.12,30.59,217.7
6/16/2016 16:00:00,97.55,45.31,95.44,141.99,98.38,151.06,53.46,71.3,30.64,217.93
6/17/2016 16:00:00,95.33,44.79,94.45,140.73,99,151.99,53.78,70.95,30.6,215.47
6/20/2016 16:00:00,95.1,44.98,93.8,141.67,99.57,153.61,53.76,71.1,30.83,219.7
6/21/2016 16:00:00,95.91,45.13,90.99,143.53,98.82,154.05,54.1,71.46,30.94,219.61
6/22/2016 16:00:00,95.55,44.86,90.01,143.94,98.79,152.92,54.03,71.75,30.78,196.66
6/23/2016 16:00:00,96.1,45.08,91.66,145.98,99.02,155.35,54.67,72.1,31.19,196.4
6/24/2016 16:00:00,93.4,43.93,88.44,139.71,95.72,146.59,54.43,71.96,29.82,193.15
6/27/2016 16:00:00,92.04,43.78,85.33,138.5,94.38,143.5,54.74,71.5,29.32,198.55
6/28/2016 16:00:00,93.59,44.18,87.97,140.28,96.05,145.7,54.82,71.51,29.94,201.79
6/29/2016 16:00:00,94.4,44.44,91.06,142.12,96.98,148.46,55.06,72.46,30.55,210.19
