date_gsheets,AAPL,KO,NFLX,BRK.B,DIS,IBM,VZ,WMT,GE,TSLA
5/15/2014 16:00:00,84.12,40.52,49.17,126.36,80.15,186.46,47.96,76.83,26.6,188.59
5/16/2014 16:00:00,85.36,40.89,49.98,126.86,80.39,187.06,49.07,77.01,26.67,191.56
5/19/2014 16:00:00,86.37,40.71,52.07,127.13,81.05,187,49.15,76.61,26.61,196.09
5/20/2014 16:00:00,86.39,40.58,53.1,126.06,81.09,184.89,48.65,75.69,26.3,195.3
5/21/2014 16:00:00,86.62,40.87,55.8,126.66,82.19,186.39,49.17,75.66,26.49,199.45
5/22/2014 16:00:00,86.75,40.58,55.97,126.98,82.35,185.68,49.45,75.39,26.51,204.88
5/23/2014 16:00:00,87.73,40.58,57.48,126.8,83.32,185.94,49.74,75.61,26.51,207.3
5/27/2014 16:00:00,89.38,40.77,56.97,127.52,83.74,184.78,49.62,75.59,26.57,211.56
5/28/2014 16:00:00,89.14,40.58,57.32,127.46,83.6,183.08,49.74,75.53,26.66,210.24
5/29/2014 16:00:00,90.77,40.66,59.31,128.11,84.03,183.76,49.72,75.98,26.74,210.24
5/30/2014 16:00:00,90.43,40.91,59.69,128.34,84.01,184.36,49.96,76.77,26.79,207.77
06/02/2014 16:00,89.81,40.86,60.29,127.88,84.27,185.69,50.05,76.76,26.83,204.7
06/03/2014 16:00,91.08,40.88,59.65,126.93,83.88,184.37,49.29,76.71,26.79,204.94
06/04/2014 16:00,92.12,40.79,60.46,127.23,84.24,184.51,49.15,77.13,26.55,203.99
06/05/2014 16:00,92.48,40.89,61.19,128.2,84.78,185.98,49.28,77.32,26.77,206.9
06/06/2014 16:00,92.22,40.99,61.45,128.65,84.61,186.37,49.42,77.21,27.18,208.17
06/09/2014 16:00,93.7,40.91,60.44,127.99,85.48,186.22,49.57,77.01,27.44,205.31
06/10/2014 16:00,94.25,41.07,61.18,128.25,84.75,184.29,49.52,76.62,27.41,202.3
06/11/2014 16:00,93.86,40.86,61.43,128.22,84.31,182.25,49.37,76.16,27.15,204.47
06/12/2014 16:00,92.29,40.42,60.35,127.28,82.8,181.22,49.04,75.73,26.96,203.52
6/13/2014 16:00:00,91.28,40.37,61.1,126.54,82.8,182.56,49.18,75.28,27.04,206.42
6/16/2014 16:00:00,92.2,40.66,61.47,126.15,83.3,182.35,49.31,75.34,26.82,224.61
6/17/2014 16:00:00,92.08,40.92,63.38,126.03,83.16,182.26,49.21,74.99,26.87,231.67
6/18/2014 16:00:00,92.18,41.56,64.1,127.17,83.58,183.6,49.42,75.7,26.89,227.12
6/19/2014 16:00:00,91.86,41.79,63.06,127.25,83.77,182.82,49.47,75.87,26.93,227.79
6/20/2014 16:00:00,90.91,41.69,62.88,126.74,82.82,181.55,49.39,75.68,26.97,229.59
6/23/2014 16:00:00,90.83,41.73,62.79,126.67,82.76,182.14,49.73,75.79,26.68,237.22
6/24/2014 16:00:00,90.28,41.85,62.34,126.78,82.68,180.88,49.28,75.97,26.58,232.5
6/25/2014 16:00:00,90.36,41.96,63.46,127.13,83.9,180.72,49.41,75.62,26.42,236.89
6/26/2014 16:00:00,90.9,42.03,62.8,127.1,84.45,180.37,49.21,74.91,26.29,235.6
6/27/2014 16:00:00,91.98,42.19,63.15,127.32,85.3,181.71,49.32,75.34,26.43,239.06
6/30/2014 16:00:00,92.93,42.36,62.94,126.56,85.74,181.27,48.93,75.07,26.28,240.06
07/01/2014 16:00,93.52,42.29,67.59,127.24,86.47,186.35,49.37,75.28,26.4,239.72
07/02/2014 16:00,93.48,42.29,66.68,127.73,86.44,188.39,49.66,75.62,26.61,229.43
07/03/2014 16:00,94.03,42.23,67.48,129.3,86.84,188.53,49.71,75.75,26.86,229.25
07/07/2014 16:00,95.97,42.14,65.8,128.7,86.59,188.04,49.75,76.07,26.75,222.66
07/08/2014 16:00,95.35,41.94,63.58,128.22,85.86,187.22,48.76,76.65,26.37,219.07
07/09/2014 16:00,95.39,41.95,63.29,128.75,87.22,188.42,48.9,77.21,26.32,223.06
07/10/2014 16:00,95.04,42.26,62.65,128.45,86.86,187.7,49.64,77.06,26.2,219.46
07/11/2014 16:00,95.22,41.97,62.85,128.63,86.89,188,50.32,76.82,26.55,218.13
7/14/2014 16:00:00,96.45,42.38,64.65,128.98,86.76,189.86,50.53,76.55,26.66,226.7
7/15/2014 16:00:00,95.32,42.1,64.16,128.49,86.15,188.49,50.71,76.84,26.61,219.58
7/16/2014 16:00:00,94.78,42.12,63.49,128.11,85.35,192.36,50.96,76.86,27.02,217.16
7/17/2014 16:00:00,93.09,42.02,62.77,126.52,85.03,192.49,50.32,76.61,26.61,215.4
7/18/2014 16:00:00,94.43,42.43,63.45,128.28,85.81,192.5,50.75,77.09,26.46,220.02
7/21/2014 16:00:00,93.94,42.4,64.56,128.58,85.74,190.85,50.7,76.77,25.98,220.54
7/22/2014 16:00:00,94.72,41.19,61.58,128.42,86.21,194.09,50.98,76.64,26.02,219.58
7/23/2014 16:00:00,97.19,40.81,61.13,128.13,86.04,193.63,50.91,76.99,25.91,222.49
7/24/2014 16:00:00,97.03,40.97,60.77,128.35,86.8,195.24,51.05,76.35,25.94,223.54
7/25/2014 16:00:00,97.67,41,60.27,127.55,86.23,194.4,51.28,75.97,25.79,223.57
7/28/2014 16:00:00,99.02,40.68,60.67,128.37,87.15,195.78,51.58,75.71,25.59,224.82
7/29/2014 16:00:00,98.38,40.35,60.61,127.36,86.2,194.57,51.97,75.44,25.45,225.01
7/30/2014 16:00:00,98.15,39.62,62.05,127.74,87.21,194,51.76,74.78,25.64,228.92
7/31/2014 16:00:00,95.6,39.29,60.39,125.43,85.88,191.67,50.42,73.58,25.15,223.3
08/01/2014 16:00,96.13,39.29,60.77,125.83,85.38,189.15,49.83,73.54,25.35,233.27
08/04/2014 16:00,95.59,39.4,60.39,129.72,87.24,189.64,50.21,73.54,25.27,238.52
08/05/2014 16:00,95.12,39.18,60.41,127.99,86.75,187.1,49.66,73.34,25.02,238.49
08/06/2014 16:00,94.96,39.92,61.47,129.11,86.59,185.97,49.13,74.2,25.44,248.93
08/07/2014 16:00,94.48,39.35,64.24,128.95,85.51,184.3,48.65,73.95,25.5,252.39
08/08/2014 16:00,94.74,39.45,63.69,130.9,86.85,186.63,48.7,74.67,25.66,248.13
08/11/2014 16:00,95.99,39.57,64.51,131.95,87.5,187.47,48.67,74.36,25.79,259.32
08/12/2014 16:00,95.97,39.68,63.77,133.06,87.21,187.34,48.84,74.22,25.61,259.96
8/13/2014 16:00:00,97.24,39.94,64.5,133.08,87.6,187.95,48.92,74.03,25.83,260.31
8/14/2014 16:00:00,97.5,40.18,64.41,135.3,88.61,187.88,49,74.39,25.88,261.38
8/15/2014 16:00:00,97.98,40.88,65.58,134.34,89.28,187.38,48.8,73.9,25.64,262.01
8/18/2014 16:00:00,99.16,41.35,66.57,135.03,89.97,189.36,48.78,74.49,26.07,259.94
8/19/2014 16:00:00,100.53,41.26,66.88,134.9,90.09,190.07,48.7,74.88,26.05,256.76
8/20/2014 16:00:00,100.57,41.25,67.46,134.91,89.84,190.1,48.82,74.96,26.36,255.71
8/21/2014 16:00:00,100.58,41.41,67.44,136.81,90.38,191.23,48.87,75.55,26.43,254.34
8/22/2014 16:00:00,101.32,41.12,68.46,135.75,90.49,190.41,48.64,75.73,26.15,256.78
8/25/2014 16:00:00,101.54,41.41,68.7,136.23,90.38,191.16,49.15,75.69,26.2,262.55
8/26/2014 16:00:00,100.89,41.6,68.48,136.25,90.02,192.99,49.25,75.52,26.01,261.74
8/27/2014 16:00:00,102.13,41.6,67.81,136.52,90.37,192.25,49.43,75.85,26.13,263.25
8/28/2014 16:00:00,102.25,41.63,67.89,136.11,90.23,192,49.41,75.9,26.01,263.86
8/29/2014 16:00:00,102.5,41.72,68.23,137.25,89.88,192.3,49.82,75.5,25.98,269.7
09/02/2014 16:00,103.3,41.64,68.09,137.96,90.8,191.56,49.77,75.75,25.85,284.12
09/03/2014 16:00,98.94,41.78,68.2,137.73,90.94,191.95,49.88,76.01,25.95,281.19
09/04/2014 16:00,98.12,41.87,67.52,137.95,90.14,190.68,49.72,76.56,25.96,286.04
09/05/2014 16:00,98.97,41.84,67.95,138.07,90.94,191.2,49.94,77.51,26.1,277.39
09/08/2014 16:00,98.36,41.78,68.48,138.28,90.56,190.14,49.53,76.53,26.08,282.11
09/09/2014 16:00,97.99,41.94,68.43,136.89,89.6,189.99,48.9,76.74,25.9,278.48
09/10/2014 16:00,101,42.17,69.2,137.72,89.52,191.54,48.75,76.51,25.95,281.1
09/11/2014 16:00,101.43,41.95,68.79,137.92,89.97,191.72,49.01,76.1,26.02,280.31
09/12/2014 16:00,101.66,41.46,68.08,137.09,89.67,191.28,48.4,75.77,25.87,279.2
9/15/2014 16:00:00,101.63,41.5,65.39,138.04,90.08,191.81,48.56,75.81,25.92,253.86
9/16/2014 16:00:00,100.86,41.64,65.27,138.69,90.27,192.96,48.96,76.32,26.21,260.74
9/17/2014 16:00:00,101.58,41.61,64.93,139.61,90.33,192.8,49.21,76.24,26.27,261.38
9/18/2014 16:00:00,101.79,41.79,65.57,141.28,90.34,193.75,49.69,76.22,26.21,263.82
9/19/2014 16:00:00,100.96,42.05,65.36,140.56,90.49,194,50.35,76.84,26.29,259.32
9/22/2014 16:00:00,101.06,42.22,63.25,139.26,89.29,193.11,50.18,76.31,26.08,250.03
9/23/2014 16:00:00,102.64,41.89,63.41,138.78,88.31,191.62,49.91,75.6,26.02,250.41
9/24/2014 16:00:00,101.75,42.27,64.37,139.95,89.45,192.31,50.07,77.08,25.93,252.14
9/25/2014 16:00:00,97.87,41.78,63.36,137.09,88.07,189.01,49.61,76.12,25.55,246.95
9/26/2014 16:00:00,100.75,42.2,64.11,138.68,88.74,190.06,49.77,76.49,25.63,246.6
9/29/2014 16:00:00,100.11,42.25,64.22,138.33,88.83,189.64,49.75,76.08,25.42,245.26
9/30/2014 16:00:00,100.75,42.66,64.45,138.14,89.03,189.83,49.99,76.47,25.62,242.68
10/01/2014 16:00,99.18,42.74,62.69,136.62,87.49,187.17,49.43,76.12,25.16,240.24
10/02/2014 16:00,99.9,42.66,64.28,137.64,86.79,186.91,49.29,76.23,25.12,251.42
10/03/2014 16:00,99.62,43,65.65,139.5,88.45,188.67,49.71,77.32,25.4,255.21
10/06/2014 16:00,99.62,43.6,66.21,139.16,88.56,189.04,50.08,77.35,25.22,260.62
10/07/2014 16:00,98.75,43.92,65.18,136.72,87.11,185.71,49.68,77.3,24.81,259.57
10/08/2014 16:00,100.8,44.55,66.69,139.94,88.11,189.36,49.87,78.24,25.25,259.28
10/09/2014 16:00,101.02,43.87,65.95,137.09,85.71,186.42,48.93,77.86,24.78,257.01
10/10/2014 16:00,100.73,44.47,64.58,136.76,86.27,185.93,48.94,78.29,24.27,236.91
10/13/2014 16:00:00,99.81,44.07,62.65,136.38,83.91,183.52,48.37,77.56,23.95,224.59
10/14/2014 16:00:00,98.75,43.64,64.16,137.39,84.14,183.8,48.22,77.98,24.1,227.06
10/15/2014 16:00:00,97.54,43.23,64.08,135.64,82.08,181.75,47.92,75.2,24.28,229.7
10/16/2014 16:00:00,96.26,42.56,51.67,134.7,81.74,179.84,47.67,73.82,24.25,226.35
10/17/2014 16:00:00,97.67,42.88,51.01,137.09,83.83,182.05,48.07,74.1,24.82,227.48
10/20/2014 16:00:00,99.76,43.29,51.32,137.23,85.52,169.1,48.48,75.14,25.03,230.47
10/21/2014 16:00:00,102.47,40.68,52.28,138.97,87.54,163.23,48.69,76.02,25.45,235.34
10/22/2014 16:00:00,102.99,40.62,53.52,137.65,87.1,161.79,48.31,76.03,25.19,231.1
10/23/2014 16:00:00,104.83,40.86,54.72,138.68,87.99,162.18,48.22,76.25,25.44,235.29
10/24/2014 16:00:00,105.22,41.03,55,139.4,88.61,162.08,48.77,76.38,25.64,235.24
10/27/2014 16:00:00,105.11,40.76,54.2,139.53,88.45,161.87,49.42,76.59,25.52,221.67
10/28/2014 16:00:00,106.74,40.56,55.17,140.46,89.93,163.6,49.96,76.35,25.88,242.77
10/29/2014 16:00:00,107.34,40.96,54.01,139.99,89.53,163.46,49.83,76.39,25.66,238.1
10/30/2014 16:00:00,106.98,41.4,54.14,139.54,90.22,164.35,49.9,76.45,25.67,238.66
10/31/2014 16:00:00,108,41.88,56.11,140.16,91.38,164.4,50.25,76.27,25.81,241.7
11/03/2014 16:00,109.4,41.81,55.49,140.81,91.71,164.36,50.39,76.28,25.7,242.59
11/04/2014 16:00,108.6,41.82,54.68,142.18,90.35,162.65,50.33,77.26,25.7,238.93
11/05/2014 16:00,108.86,42.31,54.34,142.92,91,161.82,50.34,77.7,25.82,230.97
11/06/2014 16:00,108.7,42.29,54.76,143.29,92,161.46,50.28,77.81,26.36,241.22
11/07/2014 16:00,109.01,42.32,54.88,143.61,90,162.07,50.86,78.77,26.41,240.2
11/10/2014 16:00,108.83,42.39,55.32,145.05,89.78,163.49,50.72,79.44,26.47,241.93
11/11/2014 16:00,109.7,42.51,54.65,144.95,89.98,163.3,50.61,79.01,26.38,251.08
11/12/2014 16:00,111.25,42.71,54.84,145.52,89.9,161.92,50.82,79.2,26.52,249.1
11/13/2014 16:00:00,112.82,42.79,54.2,146.29,90.49,162.79,51.2,82.94,26.42,251.7
11/14/2014 16:00:00,114.18,42.73,55.15,145.52,90.8,164.16,51.5,82.96,26.46,258.68
11/17/2014 16:00:00,113.99,42.92,54.45,145.37,90.41,164.16,51.4,83.57,26.61,253.98
11/18/2014 16:00:00,115.47,43.53,54.43,145.81,90.28,161.89,51.22,83.79,27.01,257.7
11/19/2014 16:00:00,114.67,44.22,51.87,145.65,89.82,161.43,50.49,84.99,26.92,247.74
11/20/2014 16:00:00,116.31,44.25,52.59,145.72,88.9,160.64,50.19,84.58,26.85,248.71
11/21/2014 16:00:00,116.47,44.5,51.47,146.7,88.96,160.92,50.21,84.65,26.99,242.78
11/24/2014 16:00:00,118.63,44.27,50.92,147.27,90.58,162.15,49.5,85.4,27,246.72
11/25/2014 16:00:00,117.6,44.43,49.86,147.81,91.65,161.76,49.34,84.95,26.86,248.09
11/26/2014 16:00:00,119,44.29,50.17,148.19,91.92,161.95,50.04,84.98,26.87,248.44
11/28/2014 16:00:00,118.93,44.83,49.51,148.69,92.51,162.17,50.59,87.54,26.49,244.52
12/01/2014 16:00,115.07,44.55,48.83,148.52,92.7,161.54,50.03,86.22,26.02,231.64
12/02/2014 16:00,114.63,44.54,50.33,149.87,93.47,162.67,49.11,86.4,26.05,231.43
12/03/2014 16:00,115.93,43.8,50.73,149.73,93.11,164.52,48.79,84.94,26.38,229.3
12/04/2014 16:00,115.49,43.5,50.09,150.05,93.23,164.05,48.78,84.76,26.09,228.28
12/05/2014 16:00,115,43.53,50.13,150.68,93.76,163.27,48.61,84.12,26.01,223.71
12/08/2014 16:00,112.4,43.14,48.5,151.94,93.8,161.86,48.9,84.23,25.69,214.36
12/09/2014 16:00,114.12,42.04,49.11,150.46,92.94,162.99,46.92,83.56,25.58,216.89
12/10/2014 16:00,111.95,41.6,47.76,149.08,91.63,160.51,46.18,82.98,25.27,209.84
12/11/2014 16:00,111.62,41.53,47.8,150.13,91.75,161.07,46.36,83.83,25.41,208.88
12/12/2014 16:00,109.73,40.91,47.78,146.46,91.49,155.38,45.58,83.81,24.89,207
12/15/2014 16:00:00,108.23,40.57,46.72,146.12,90.9,153.06,45.42,83.94,24.59,204.04
12/16/2014 16:00:00,106.75,40.39,45.21,145.28,90.17,151.41,45.53,82.96,24.49,197.81
12/17/2014 16:00:00,109.41,41.55,47.66,148.45,91.38,151.93,46.44,84.23,24.66,205.82
12/18/2014 16:00:00,112.65,42.39,47.77,152.67,92.61,157.68,47.05,85.94,25.14,218.26
12/19/2014 16:00:00,111.78,41.95,48.59,151.56,92.89,158.51,47.02,85.16,25.62,219.29
12/22/2014 16:00:00,112.94,42.35,48.1,151.9,94.2,161.44,47.51,86.38,25.71,222.6
12/23/2014 16:00:00,112.54,42.97,48.06,151.75,94.69,162.24,47.67,86.66,25.88,220.97
12/24/2014 16:00:00,112.01,42.94,48.87,151.54,94.42,161.82,47.67,86.43,25.83,222.26
12/26/2014 16:00:00,113.99,42.96,48.58,151.35,95.03,162.34,47.86,86.91,25.78,227.82
12/29/2014 16:00:00,113.91,42.86,48.85,152.05,95.5,160.51,47.55,86.64,25.7,225.71
12/30/2014 16:00:00,112.52,42.76,49.03,152.09,94.7,160.05,47.33,86.79,25.57,222.23
12/31/2014 16:00:00,110.38,42.22,48.8,150.15,94.19,160.44,46.78,85.88,25.27,222.41
01/02/2015 16:00,109.33,42.14,49.85,149.17,93.75,162.06,46.96,85.9,25.06,219.31
01/05/2015 16:00,106.25,42.14,47.31,147,92.38,159.51,46.57,85.65,24.6,210.09
01/06/2015 16:00,106.26,42.46,46.5,146.84,91.89,156.07,47.04,86.31,24.07,211.28
01/07/2015 16:00,107.75,42.99,46.74,148.88,92.83,155.05,46.19,88.6,24.08,210.95
01/08/2015 16:00,111.89,43.51,47.78,151.37,93.79,158.42,47.18,90.47,24.37,210.62
01/09/2015 16:00,112.01,43.03,47.04,149.47,94.25,159.11,46.76,89.35,24.03,206.66
01/12/2015 16:00,109.25,42.64,45.55,148.28,94.46,156.44,47.08,90.02,23.98,202.21
1/13/2015 16:00:00,110.22,42.63,46.26,148.63,95.19,156.81,47.18,89.31,23.86,204.25
1/14/2015 16:00:00,109.8,42.56,46.32,147.82,94.23,155.8,46.97,86.61,23.78,192.69
1/15/2015 16:00:00,106.82,42.38,46.25,147.58,94.35,154.57,47.1,87.38,23.58,191.87
1/16/2015 16:00:00,105.99,42.53,48.19,149.21,95.18,157.14,47.99,86.77,23.59,193.07
1/20/2015 16:00:00,108.72,43.16,49.83,148.63,94.74,156.95,48.18,86.69,23.85,191.93
1/21/2015 16:00:00,109.55,43.36,58.47,147.18,94.17,152.09,48.25,86.64,24.04,196.57
1/22/2015 16:00:00,112.4,43.78,61.21,150.15,95.15,155.39,47.8,88.3,24.28,201.62
1/23/2015 16:00:00,112.98,43.31,62.49,149.12,94.72,155.87,47.15,88.51,24.48,201.29
1/26/2015 16:00:00,113.1,43,63.79,149.7,94.97,156.36,46.96,88.63,24.59,206.55
1/27/2015 16:00:00,109.14,42.39,64.88,147.65,93.97,153.67,46.35,87.53,24.38,205.98
1/28/2015 16:00:00,115.31,41.92,63.21,144.78,92.67,151.55,46.05,86.82,23.84,199.37
1/29/2015 16:00:00,118.9,42.1,63.4,146.29,93.22,155.48,46.11,87.72,24.08,205.2
1/30/2015 16:00:00,117.16,41.17,63.11,143.91,90.96,153.31,45.71,84.98,23.89,203.6
02/02/2015 16:00,118.63,41.59,63.01,146.73,91.93,154.66,46.98,85.71,24.21,210.94
02/03/2015 16:00,118.65,41.63,65.27,148.29,94.1,158.47,47.83,86.19,24.47,218.36
02/04/2015 16:00,119.56,41.68,64.1,147.53,101.28,156.96,47.8,86.65,24.16,218.55
02/05/2015 16:00,119.94,41.79,64.13,149.67,102.64,157.91,47.86,87.28,24.5,220.99
02/06/2015 16:00,118.93,41.45,63.48,150.18,102.02,156.72,49.33,87.33,24.52,217.36
02/09/2015 16:00,119.72,41.23,63.3,149.13,101.73,155.75,49.09,85.91,24.64,217.48
02/10/2015 16:00,122.02,42.4,64.85,149.92,101.92,158.56,49.51,87.29,24.72,216.29
02/11/2015 16:00,124.88,42.37,64.98,149.68,101.87,158.2,49.81,86.34,24.77,212.8
02/12/2015 16:00,126.46,42.17,65.25,149.79,103.58,158.52,49.52,85.89,24.89,202.88
2/13/2015 16:00:00,127.08,41.99,66.59,148.34,104.17,160.4,49.31,85.81,25.15,203.77
2/17/2015 16:00:00,127.83,41.81,67.14,149.17,104.12,160.96,49.18,85.96,25.17,204.35
2/18/2015 16:00:00,128.72,41.73,67.87,148.67,103.86,162.19,48.94,86.29,25.25,204.46
2/19/2015 16:00:00,128.45,42.11,67.8,147.48,103.89,163.89,48.91,83.52,25.01,211.71
2/20/2015 16:00:00,129.5,41.97,68.31,148.72,104.55,163.65,48.97,84.3,25.21,217.11
2/23/2015 16:00:00,133,41.85,67.41,147.37,104.99,162.91,48.77,84.6,25.17,207.34
2/24/2015 16:00:00,132.17,42.13,67.84,148.95,104.67,164.83,49.22,84.57,25.39,204.11
2/25/2015 16:00:00,128.79,42.05,68.33,148.78,105.57,162.81,49.2,83.57,25.91,203.76
2/26/2015 16:00:00,130.42,42.46,69,148.34,104.56,160.87,49.37,83.8,25.89,207.19
2/27/2015 16:00:00,128.46,43.3,67.84,147.41,104.08,161.94,49.45,83.93,25.99,203.34
03/02/2015 16:00,129.09,43.2,68.61,147.08,105.89,160.48,49.47,83.96,26.11,197.33
03/03/2015 16:00,129.36,42.95,67.82,145.93,106.35,161.03,49.55,83.37,25.86,199.56
03/04/2015 16:00,128.54,42.5,67.11,144.92,105.57,159.42,49.07,82.58,25.66,202.44
03/05/2015 16:00,126.41,42.4,66.81,146.06,105.03,161.18,48.92,83.57,25.82,200.63
03/06/2015 16:00,126.6,41.52,64.87,145.28,103.82,158.5,48.29,82.59,25.42,193.88
03/09/2015 16:00,127.14,41.39,63.66,146.13,105.26,160.77,48.23,82.88,25.64,190.88
03/10/2015 16:00,124.51,40.69,62.15,143.19,103.09,157.81,47.51,82.07,25.17,190.32
03/11/2015 16:00,122.24,40.1,62.88,143.44,102.89,156.8,47.68,80.69,25.19,193.74
03/12/2015 16:00,124.45,40.57,64.05,145.67,107.17,157.98,48.73,81.9,25.4,191.07
3/13/2015 16:00:00,123.59,39.91,62.63,143.97,106.44,154.28,48.84,81.9,25.04,188.68
3/16/2015 16:00:00,124.95,40.29,60.28,145.98,107.37,157.08,49.27,83.29,25.45,195.7
3/17/2015 16:00:00,127.04,40.51,59.79,144.75,106.96,156.96,48.95,82.62,25.31,194.73
3/18/2015 16:00:00,128.47,40.6,60.45,146,107.97,159.81,49.54,82.53,25.64,200.71
3/19/2015 16:00:00,127.5,40.02,60.74,144.88,107.37,159.81,49.3,81.52,25.33,195.65
3/20/2015 16:00:00,125.9,40.65,61.19,145.53,108.43,162.88,49.56,83.24,25.4,198.08
3/23/2015 16:00:00,127.21,40.62,60.71,145.56,108.22,164.63,49.64,83.31,25.47,199.63
3/24/2015 16:00:00,126.69,40.47,62.61,144.29,107.11,163,49.41,83.05,25.27,201.72
3/25/2015 16:00:00,123.38,40.45,60.25,143.56,105,159.2,48.73,81.32,24.91,194.3
3/26/2015 16:00:00,124.24,40.35,59.75,143.03,105.24,160.59,48.42,81.89,24.8,190.41
3/27/2015 16:00:00,123.25,40.08,59.25,143.89,105.48,160.4,48.56,81.35,24.86,185
3/30/2015 16:00:00,126.37,40.51,60.37,145.98,106.12,162.67,49.12,82.53,25.12,190.57
3/31/2015 16:00:00,124.43,40.55,59.53,144.32,104.89,160.5,48.63,82.25,24.81,188.77
04/01/2015 16:00,124.25,40.68,59.02,143.45,105.44,159.18,48.92,80.71,24.84,187.59
04/02/2015 16:00,125.32,40.68,59.15,143.56,106,160.45,49.47,80.73,24.94,191
04/06/2015 16:00,127.35,41.17,60.33,143.76,105.63,162.04,49.63,80.99,25.18,203.1
04/07/2015 16:00,126.01,41.01,60.49,143.06,105.43,162.07,49.27,80.5,25.02,203.25
04/08/2015 16:00,125.6,40.89,63.05,143.28,106.36,161.85,49.13,81.03,25.01,207.67
04/09/2015 16:00,126.56,41.05,62.79,143.65,106.77,162.34,49.01,80.84,25.73,210.09
04/10/2015 16:00,127.1,40.88,64.94,143.5,106.95,162.86,49.22,80.65,28.51,210.9
4/13/2015 16:00:00,126.85,40.7,67.81,143.46,106.51,162.38,49.04,80.29,27.63,209.78
4/14/2015 16:00:00,126.3,40.51,68.39,142.75,106.66,162.3,49.18,80.15,27.73,207.46
4/15/2015 16:00:00,126.78,40.4,67.92,142.71,106.98,164.13,49.39,79.74,27.46,207.83
4/16/2015 16:00:00,126.17,40.6,80.29,142.1,108.1,163.13,49.27,79.24,27.28,206.7
4/17/2015 16:00:00,124.75,40.3,81.65,140.7,106.69,160.67,48.9,77.88,27.25,206.79
4/20/2015 16:00:00,127.6,40.66,81.06,142.09,108.22,166.16,49.38,78.14,27.02,205.27
4/21/2015 16:00:00,126.91,40.78,80.06,141.14,107.68,164.26,49.17,78.03,26.62,209.41
4/22/2015 16:00:00,128.62,41.31,79.67,141.99,107.94,165.36,49.57,78.43,26.91,219.44
4/23/2015 16:00:00,129.67,40.95,79.87,142.43,109,170.24,50.05,79.18,26.85,218.6
4/24/2015 16:00:00,130.28,40.89,79.77,142.09,109.53,169.78,50.03,79.84,26.8,218.43
4/27/2015 16:00:00,132.65,40.83,80.87,141.09,110.16,170.73,50.08,79.37,26.88,231.55
4/28/2015 16:00:00,130.56,40.77,80.44,142.52,109.92,173.92,50.55,79.1,27.12,230.48
4/29/2015 16:00:00,128.64,40.49,80.41,142.41,109.81,174.4,50.47,77.88,27.09,232.45
4/30/2015 16:00:00,125.15,40.56,79.5,141.21,108.72,171.29,50.44,78.05,27.08,226.05
05/01/2015 16:00,128.95,40.91,79.58,143.36,110.52,173.67,50.41,78.6,27.31,226.03
05/04/2015 16:00,128.7,40.96,79.27,146.15,111.03,173.97,50.52,79.18,27.27,230.51
05/05/2015 16:00,125.8,40.75,80.79,144.56,110.81,173.08,50.09,78.13,26.92,232.95
05/06/2015 16:00,125.01,40.66,80.08,143.78,109.72,170.05,49.64,77.65,26.81,230.43
05/07/2015 16:00,125.26,40.7,80.75,145.31,109.26,170.99,49.73,78.03,27.04,236.8
05/08/2015 16:00,127.62,40.98,82.09,148.31,110.11,172.68,50.14,78.53,27.36,236.61
05/11/2015 16:00,126.32,40.94,84.28,146.17,108.6,171.12,49.8,78.1,26.92,239.49
05/12/2015 16:00,125.87,40.69,83.38,144.79,109.24,170.55,49.62,78.96,27.03,244.74
5/13/2015 16:00:00,126.01,41.05,82.87,144.26,109.19,172.28,49.73,78.16,27.21,243.18
5/14/2015 16:00:00,128.95,41.5,83.84,145.78,109.93,174.05,49.97,78.72,27.41,244.1
5/15/2015 16:00:00,128.77,41.52,87.61,145.26,110.3,173.26,49.79,79.24,27.27,248.84
5/18/2015 16:00:00,130.19,41.32,88.27,145.83,110.33,173.06,49.6,79.92,27.31,248.75
5/19/2015 16:00:00,130.07,41.31,88.07,146.54,110.56,173.48,49.55,76.43,27.35,247.14
5/20/2015 16:00:00,130.06,41.35,88.79,145.94,110.2,173.76,49.69,75.9,27.64,244.35
5/21/2015 16:00:00,131.39,41.23,89,145.27,110.39,173.34,49.9,76.11,27.72,245.62
5/22/2015 16:00:00,132.54,41.21,88.84,144.6,110.26,172.22,49.61,75.86,27.68,247.73
5/26/2015 16:00:00,129.62,40.99,87.99,143.63,109.44,170.13,49.42,74.9,27.52,247.46
5/27/2015 16:00:00,132.04,41.12,89.86,144.75,110.37,172,49.57,75.19,27.52,247.43
5/28/2015 16:00:00,131.78,41.14,89.51,144.74,110.53,171.71,49.54,74.84,27.63,251.45
5/29/2015 16:00:00,130.28,40.96,89.15,143,110.37,169.65,49.44,74.27,27.27,250.8
06/01/2015 16:00,130.54,40.94,89,143.35,110.96,170.18,49.22,74.73,27.28,249.45
06/02/2015 16:00,129.96,40.99,89.13,143.03,110.75,169.65,49.14,74.53,27.33,248.35
06/03/2015 16:00,130.12,40.87,88.81,143.19,111.17,169.92,49.08,74.89,27.53,248.99
06/04/2015 16:00,129.36,40.59,89.35,141.37,110.3,168.38,48.1,74.15,27.26,245.92
06/05/2015 16:00,128.65,40.1,90.46,140.76,110.3,167.4,47.23,73.06,27.29,249.14
06/08/2015 16:00,127.8,40.16,89.6,139.52,109.29,165.34,47.44,72.61,27.24,256.29
